Member Name,Primary Domain,Date,Type,Role,Title
"Jablonsky, George","Medicine","1988/04/12","Invited Lectures","","Thrombolytic Therapy in the Community Setting"
"Jablonsky, George","Medicine","1988/04/20","Invited Lectures","","Risk Stratification - Q versus non-Q"
"Jablonsky, George","Medicine","1988/04/21","Invited Lectures","","The Use of Calcium Antagonists in Ischemic Disorders"
"Jablonsky, George","Medicine","1988/05/09","Invited Lectures","","The Use of Calcium Antagonists in Ischemic Disorders"
"Jablonsky, George","Medicine","1988/05/10","Invited Lectures","","The Use of Calcium Antagonists in Ischemic Disorders"
"Jablonsky, George","Medicine","1988/05/11","Invited Lectures","","The Use of Calcium Antagonists in Ischemic Disorders"
"Jablonsky, George","Medicine","1988/05/12","Invited Lectures","","The Use of Calcium Antagonists in Ischemic Disorders"
"Jablonsky, George","Medicine","1988/06/08","Invited Lectures","","Current Status of Nitrate Therapy"
"Jablonsky, George","Medicine","1988/06/09","Invited Lectures","","Current Therapy in the Management of Acute and Post Myocardial Infarction"
"Jablonsky, George","Medicine","1988/08/10","Invited Lectures","","TPA versus Streptokinase"
"Jablonsky, George","Medicine","1988/08/20","Invited Lectures","","Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1988/09/21","Invited Lectures","","Management of Hypertension with Coexisting Ischemic Heart Disease"
"Jablonsky, George","Medicine","1988/09/28","Invited Lectures","","Expanded Role of Calcium Channel Blockers"
"Jablonsky, George","Medicine","1989/11/22","Invited Lectures","","Expanded Role of Calcium Channel Blockers"
"Jablonsky, George","Medicine","1989/11/29","Invited Lectures","","Current Medical Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1988/12/14","Invited Lectures","","Myocardial Ischemia - How to Slay the Dragon"
"Jablonsky, George","Medicine","1988/12/15","Invited Lectures","","Myocardial Ischemia - How to Slay the Dragon"
"Jablonsky, George","Medicine","1989/01/04","Invited Lectures","","Current Treatment of Ischemic Heart Disease - Managing Risk Factors"
"Jablonsky, George","Medicine","1989/03/04","Invited Lectures","","Current Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1989/03/29","Invited Lectures","","Calcium Channel Blockers: New Indications & Treatment of Hypertension"
"Jablonsky, George","Medicine","1989/04/19","Invited Lectures","","Current Use of Calcium Antagonists"
"Jablonsky, George","Medicine","1989/04/19","Invited Lectures","","Has Angioplasty Changed the Indications for Angiography?"
"Jablonsky, George","Medicine","1989/05/10","Invited Lectures","","Medical Management of Post Myocardial Infarct Patients"
"Jablonsky, George","Medicine","1989/06/14","Invited Lectures","","Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1989/06/27","Invited Lectures","","Current Indications for the Use of Calcium Channel Blockers"
"Jablonsky, George","Medicine","1989/09/08","Invited Lectures","","Interventional Cardiology: Laser, Stents, Atherectomy"
"Jablonsky, George","Medicine","1989/09/13","Invited Lectures","","Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1989/10/18","Invited Lectures","","Current Treatment of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1989/11/01","Invited Lectures","","Current Treatment of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1989/11/08","Invited Lectures","","Identification and Treatment of Cardiac Disease Including the Use of Streptokinase and Plasminogen and the Effects These Drugs Might Have on Testing"
"Jablonsky, George","Medicine","1990/01/17","Invited Lectures","","Percutaneous Transluminal Coronary Angioplasty - Looking into the 1990's"
"Jablonsky, George","Medicine","1990/01/17","Invited Lectures","","The Role of Calcium Antagonists in Ischemic Heart Disease"
"Jablonsky, George","Medicine","1990/03/13","Invited Lectures","","Ischemic Heart Disease in the '90's"
"Jablonsky, George","Medicine","1990/04/18","Invited Lectures","","Arrhythmias in Acute MI - Which ones are Worth Treating?"
"Jablonsky, George","Medicine","1990/05/04","Invited Lectures","","Aggressive Management of CAD"
"Jablonsky, George","Medicine","1990/05/05","Invited Lectures","","Medical Management of Post MI Patients"
"Jablonsky, George","Medicine","1990/08/15","Invited Lectures","","Angioplasty and the Post MI Patient"
"Jablonsky, George","Medicine","1990/10/24","Invited Lectures","","Angioplasty and the Post MI Patient"
"Jablonsky, George","Medicine","1990/11/28","Invited Lectures","","Opening the Therapeutic Window to Coronary Artery Disease"
"Jablonsky, George","Medicine","1990/12/12","Invited Lectures","","Opening the Therapeutic Window to Coronary Artery Disease"
"Jablonsky, George","Medicine","1991/03/27","Invited Lectures","","Angioplasty and the Atherosclerotic Process"
"Jablonsky, George","Medicine","1991/04/12","Invited Lectures","","Preliminary Results of the ISIS-III Study"
"Jablonsky, George","Medicine","1991/04/17","Invited Lectures","","Thrombolytic Trials For Acute Myocardial Infarction"
"Jablonsky, George","Medicine","1991/05/03","Invited Lectures","","Preliminary Results of the ISIS-III Study"
"Jablonsky, George","Medicine","1991/06/19","Invited Lectures","","Current Trends in Angioplasty"
"Jablonsky, George","Medicine","1991/06/27","Invited Lectures","","Angioplasty or Bypass Surgery - Which and When"
"Jablonsky, George","Medicine","1991/09/14","Invited Lectures","","Interventional Cardiology"
"Jablonsky, George","Medicine","1991/09/18","Invited Lectures","","Current Thoughts on The Management of Hypertension & Congestive Heart Failure"
"Jablonsky, George","Medicine","1992/06/10","Invited Lectures","","Ischemic Heart Disease: Breakthrough Therapy for the 90's"
"Jablonsky, George","Medicine","1992/07/11","Invited Lectures","","Myocardial Ischemia: Past, Present, Future"
"Jablonsky, George","Medicine","1992/09/23","Invited Lectures","","Update on Thrombolytic Therapy"
"Jablonsky, George","Medicine","1992/10/17","Invited Lectures","","Myocardial Ischemia Past, Present, Future"
"Jablonsky, George","Medicine","1992/10/21","Invited Lectures","","Post MI in the 1990's - Problems and Practices"
"Jablonsky, George","Medicine","1992/10/28","Invited Lectures","","Myocardial Ischemia Past, Present, Future"
"Jablonsky, George","Medicine","1992/11/21","Invited Lectures","","New Drugs in the Treatment of Hypertension"
"Jablonsky, George","Medicine","1992/11/25","Invited Lectures","","Treatment of the Post M.I. Patient"
"Jablonsky, George","Medicine","1993/02/03","Invited Lectures","","New Drugs in the Treatment of Hypertension"
"Jablonsky, George","Medicine","1993/02/09","Invited Lectures","","Pharmaceutical Marketing: Evaluations of Today, Changes for Tomorrow"
"Jablonsky, George","Medicine","1993/04/14","Invited Lectures","","Post MI Angina - When to Refer"
"Jablonsky, George","Medicine","1993/04/17","Invited Lectures","","Post MI in the 1990's - Problems and Practices"
"Jablonsky, George","Medicine","1993/05/06","Invited Lectures","","Current Role of Calcium Channel Blockers in Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1993/06/09","Invited Lectures","","Innovative Therapy for Myocardial Ischemia"
"Jablonsky, George","Medicine","1993/06/10","Invited Lectures","","GUSTO Results"
"Jablonsky, George","Medicine","1993/06/15","Invited Lectures","","Post MI in the 1990's - Problems and Practices"
"Jablonsky, George","Medicine","1993/09/11","Invited Lectures","","Maximizing Optimal Medical Therapy in the Treatment of Angina"
"Jablonsky, George","Medicine","1993/10/13","Invited Lectures","","GUSTO Trial Results and Reassessment of Thrombolytic Therapy"
"Jablonsky, George","Medicine","1993/10/20","Invited Lectures","","Ischemic Heart Disease - Diagnosis and Management"
"Jablonsky, George","Medicine","1993/11/26","Invited Lectures","","GUSTO II"
"Jablonsky, George","Medicine","1994/03/28","Invited Lectures","","Guidelines for Management and Referral of Pre and Post Infarction Patients: A Tertiary Care Centre's Perspective"
"Jablonsky, George","Medicine","1994/04/13","Invited Lectures","","Thrombolytic Therapy - Who should receive it? - Results of GUSTO, ISIS"
"Jablonsky, George","Medicine","1994/05/12","Invited Lectures","","Medical Cardioprotection - Post Myocardial Infarction"
"Jablonsky, George","Medicine","1994/07/27","Invited Lectures","","Current Trends in the Management of Coronary Artery Disease"
"Jablonsky, George","Medicine","1994/10/19","Invited Lectures","","Current Thoughts in the Management of Coronary Artery Disease"
"Jablonsky, George","Medicine","1995/03/22","Invited Lectures","","Trough to Peak Ratio: A New Concept in Cardiovascular Therapy"
"Jablonsky, George","Medicine","1995/05/04","Invited Lectures","","Surgical and Medical Management of the Post-Infarct Patient"
"Jablonsky, George","Medicine","1995/06/08","Invited Lectures","","A Practical Approach to Office Management of Patients Presenting Signs of Coronary Artery Disease"
"Jablonsky, George","Medicine","1995/06/15","Invited Lectures","","An Update on Calcium Antagonism in Heart Failure"
"Jablonsky, George","Medicine","1996/05/11","Invited Lectures","","Management of Acute Myocardial Infarction in the 1990's"
"Jablonsky, George","Medicine","1996/06/13","Invited Lectures","","The Emerging Role of ACE Inhibition in Vascular Protection - Can ACE Inhibitors Prevent Atherosclerosis?"
"Jablonsky, George","Medicine","1997/03/05","Invited Lectures","","Current Trends in the Management of the Post MI Patient"
"McDonald, Charlotte","Medicine","2007/04/11","Invited Lectures","Invited Lecturer","Drug Therapy in Type 2 Diabetes."
"McDonald, Charlotte","Medicine","2006/11/01","Invited Lectures","Invited Lecturer","Initiating Insulin in the Adult Patient with Type 2 Diabetes."
"McDonald, Charlotte","Medicine","2005/10/12","Invited Lectures","Invited Lecturer","Clinical Indications for Islet and Pancreas Transplant."
"McDonald, Charlotte","Medicine","2005","Invited Lectures","","Clinical Islet Transplantation for Type 1 Diabetes, Current Perspective and Future Directions."
"McDonald, Charlotte","Medicine","2004","Invited Lectures","","Clinical Islet Transplant for Type 1 Diabetes, Keynote Address: Pediatric Diabetes Outreach Workshop, University of Western Ontario."
"McDonald, Charlotte","Medicine","2004/01/21","Invited Lectures","Presenter","Clinical Islet Transplant for Type 1 Diabetes: Past, Present and Future"
"Jablonsky, George","Medicine","1988/12/13","Invited Lectures","","Myocardial Ischemia - How to Slay the Dragon"
"Dias, Bryan","Medicine","2007/09/12","Invited Lectures","Invited Lecturer","Cardiology Refresher Day. Back to back presentations on �Evaluation of Heart Murmurs�."
"Dias, Bryan","Medicine","2005/12/13","Invited Lectures","Invited Lecturer","Carcinoid Heart Disease � Neuro-endocrine Tumor Group"
"Dias, Bryan","Medicine","2003/05/15","Invited Lectures","Invited Lecturer","Valvular Heart Disease. Aortic stenosis and mitral regurgitation. Internal Medicine Academic Half Day"
"Dias, Bryan","Medicine","2003/01/28","Invited Lectures","Invited Lecturer","�Echocardiography.� London Health Sciences Centre Department of Medicine Teaching Sessions"
"Dias, Bryan","Medicine","2002/03/11","Invited Lectures","Invited Lecturer","�Atrial Fibrillation.� Department of Medicine Teaching Sessions. Busby Lecture Room"
"Dias, Bryan","Medicine","2001/10/17","Invited Lectures","Invited Lecturer","Graphic Rounds: Echo - �LV global systolic function: Normal and abnormal.�"
"Dias, Bryan","Medicine","2000/02","Invited Lectures","Invited Lecturer","Review of Appetite Suppressant Medications and the Effect on the Heart"
"Dias, Bryan","Medicine","1998/11","Invited Lectures","Invited Lecturer","A Review of Congenital Cardiac Disease"
"Dias, Bryan","Medicine","1998/10","Invited Lectures","Invited Lecturer","Aortic Coarctation - Review of a Simple Obstructive Lesion or a Complex Congenital Cardiac Disease"
"Dias, Bryan","Medicine","1998/03","Invited Lectures","Invited Lecturer","�An Immunologist�s Perspective of Lupus Carditis� with Dr. J. Denburg"
"Dias, Bryan","Medicine","1997/10","Invited Lectures","Invited Lecturer","A Review of Mitral Regurgitation: Emphasis of New Surgical Interventions"
"Dias, Bryan","Medicine","1997/09","Invited Lectures","Invited Lecturer","The Leaky Mitral Valve: Wait, Replace, or Repair"
"Dias, Bryan","Medicine","1997/05","Invited Lectures","Invited Lecturer","Pregnancy and the Heart"
"Dias, Bryan","Medicine","1997/04","Invited Lectures","Invited Lecturer","�Pharmacologic Update on Atrial Fibrillation� with Dr. C. LeFeuvre"
"Dias, Bryan","Medicine","1995/02","Invited Lectures","Invited Lecturer","�Post MI Management: An Update� with Dr. E. Fallen"
"Dias, Bryan","Medicine","1994/10","Invited Lectures","Invited Lecturer","�Management of Acute Coronary Syndromes: A Practicum� with Dr. E. Fallen"
"Dias, Bryan","Medicine","1995/04","Invited Lectures","Invited Lecturer","Legionella Pneumonia and Acute Renal Failure"
"Dias, Bryan","Medicine","1992/08","Invited Lectures","Invited Lecturer","A Case Presentation of ARDS with Review of the Literature"
"Dias, Bryan","Medicine","1992/02","Invited Lectures","Invited Lecturer","�A Case Presentation of Pseudo tumor Cerebra� with Drs. N. Beck and M. Boctor"
"Dias, Bryan","Medicine","1992/01","Invited Lectures","Invited Lecturer","�A Case Presentation of Polymyositis, with Review of the Literature� with Dr. W. Olszynski."
